site_number,period_name,period_id
227,EBA 2-3,
227,MBA,2.0
227,LBA,3.0
228,MBA,2.0
228,LBA,3.0
228,C,6.0
229,MBA,2.0
229,LBA,3.0
229,C,6.0
230,EBA 2-3,
230,MBA,2.0
230,LBA,3.0
231,EBA 3,18.0
231,MBA,2.0
231,LBA,3.0
231,C,6.0
232,EBA 2-3,
232,MBA,2.0
232,LBA,3.0
232,C,6.0
233,EBA 2-3,
233,MBA,2.0
233,LBA,3.0
233,C,6.0
234,EBA 2-3,
234,MBA,2.0
234,LBA,3.0
235,EBA 2-3,
235,MBA,2.0
235,LBA,3.0
236,EBA 2-3,
236,MBA,2.0
236,LBA,3.0
237,EBA,1.0
237,MBA,2.0
237,LBA,3.0
238,EBA,1.0
238,MBA,2.0
238,LBA,3.0
238,C,6.0
239,EBA 2-3,
239,MBA,2.0
239,LBA,3.0
240,EBA,1.0
240,MBA,2.0
240,LBA,3.0
240,C,6.0
241,EBA,1.0
241,MBA,2.0
241,LBA,3.0
241,C,6.0
242,EBA 2-3,
242,MBA,2.0
242,LBA,3.0
242,IA,10.0
243,EBA,1.0
243,MBA,2.0
243,LBA,3.0
244,EBA 2-3,
244,MBA,2.0
244,LBA,3.0
244,IA,10.0
245,EBA,1.0
245,MBA,2.0
245,LBA,3.0
246,EBA,1.0
246,MBA,2.0
246,LBA,3.0
247,EBA,1.0
247,MBA,2.0
247,LBA,3.0
248,EBA,1.0
248,MBA,2.0
248,LBA,3.0
248,IA,10.0
249,MBA,2.0
249,LBA,3.0
249,C,6.0
250,LBA,3.0
251,EBA-3,
251,MBA,2.0
251,LBA,3.0
252,EBA,1.0
252,MBA,2.0
252,LBA,3.0
252,HL,7.0
252,R,8.0
253,EBA 2-3,
253,MBA,2.0
253,LBA,3.0
254,EBA 2-3,
254,MBA,2.0
254,LBA,3.0
255,EBA 2-3,
255,MBA,2.0
255,LBA,3.0
256,MBA,2.0
256,LBA,3.0
257,MBA,2.0
257,LBA,3.0
257,C,6.0
258,Ch,9.0
258,EBA 2-3,
258,MBA,2.0
258,LBA,3.0
258,HL,7.0
258,R,8.0
259,EBA 2-3,
259,MBA,2.0
259,LBA,3.0
260,EBA 2,
260,MBA,2.0
260,LBA,3.0
260,C,6.0
261,EBA 2-3,
261,MBA,2.0
261,LBA,3.0
262,EBA,1.0
262,3,
262,MBA,2.0
262,LBA,3.0
262,C,6.0
263,EBA 3,18.0
263,MBA,2.0
263,LBA,3.0
263,HL,7.0
264,Ch,9.0
264,EBA,1.0
264,MBA,2.0
264,LBA,3.0
265,LCh,16.0
265,EBA 3,18.0
265,MBA,2.0
265,LBA,3.0
266,MCh,25.0
266,LCh,16.0
266,EBA 1,
266,EBA 3,18.0
266,MBA,2.0
266,LBA,3.0
267,MCh,25.0
267,LCh,16.0
267,EBA 1,
267,MBA,2.0
267,LBA,3.0
268,EBA,1.0
268,MBA,2.0
268,LBA,3.0
268,IA,10.0
269,EBA,1.0
269,MBA,2.0
269,LBA,3.0
269,R,8.0
270,Ch,9.0
270,EBA,1.0
270,MBA,2.0
270,LBA,3.0
271,MBA,2.0
271,LBA,3.0
271,IA,10.0
271,R,8.0
272,EBA,1.0
272,MBA,2.0
272,LBA,3.0
272,IA,10.0
272,R,8.0
273,EBA,1.0
273,MBA,2.0
273,LBA,3.0
274,EBA,1.0
274,MBA,2.0
274,LBA,3.0
275,EBA,1.0
275,MBA,2.0
275,LBA,3.0
276,EBA,1.0
276,MBA,2.0
277,MBA,2.0
277,LBA,3.0
278,N,26.0
278,LCh,16.0
278,EBA,1.0
278,MBA,2.0
278,LBA,3.0
279,EBA,1.0
279,LBA,3.0
279,IA,10.0
279,HL,7.0
279,R,8.0
280,Ch,9.0
280,EBA,1.0
280,MBA,2.0
280,LBA,3.0
280,IA,10.0
281,EBA,1.0
281,MBA,2.0
281,LBA,3.0
281,Byz,14.0
282,EBA,1.0
282,MBA,2.0
282,HL,7.0
282,R,8.0
283,EBA,1.0
283,MBA,2.0
283,LBA,3.0
283,IA,10.0
283,R,8.0
284,LN,17.0
284,ECh,
284,LCh,16.0
284,EBA,1.0
284,MBA,2.0
284,LBA,3.0
284,R,8.0
285,MBA,2.0
285,LBA,3.0
286,EBA,1.0
286,MBA,2.0
286,LBA,3.0
287,EBA,1.0
287,MBA,2.0
287,LBA,3.0
287,IA,10.0
287,R,8.0
288,EBA,1.0
288,MBA,2.0
288,LBA,3.0
288,IA,10.0
288,R,8.0
289,EBA,1.0
289,MBA,2.0
289,LBA,3.0
290,LCh,16.0
290,EBA,1.0
290,MBA,2.0
290,LBA,3.0
291,N,26.0
291,EBA,1.0
291,MBA,2.0
291,LBA,3.0
291,R,8.0
292,Ch,9.0
292,EBA,1.0
292,MBA,2.0
292,LBA,3.0
292,HL,7.0
292,R,8.0
293,EBA,1.0
293,MBA,2.0
293,LBA,3.0
294,EBA,1.0
294,MBA,2.0
294,LBA,3.0
295,Ch,9.0
295,EBA 2-3,
295,MBA,2.0
295,LBA,3.0
296,LN,17.0
296,ECh,
296,LCh,16.0
296,EBA,1.0
296,MBA,2.0
296,LBA,3.0
297,LCh,16.0
297,EBA,1.0
297,MBA,2.0
297,LBA,3.0
297,IA,10.0
297,HL,7.0
297,R,8.0
298,EBA,1.0
298,MBA,2.0
298,LBA,3.0
299,LN,17.0
299,Ch,9.0
299,EBA,1.0
299,MBA,2.0
299,LBA,3.0
299,IA,10.0
299,HL,7.0
300,LBA,3.0
300,C,6.0
300,HL,7.0
300,R,8.0
301,LBA,3.0
301,HL,7.0
301,R,8.0
302,EBA,1.0
302,LBA,3.0
302,IA,10.0
303,LBA,3.0
303,IA,10.0
304,EBA,1.0
304,LBA,3.0
304,IA,10.0
305,LBA,3.0
305,IA,10.0
306,LBA,3.0
306,IA,10.0
306,C,6.0
307,EBA,1.0
307,LBA,3.0
307,IA,10.0
307,C,6.0
308,LBA,3.0
308,IA,10.0
308,C,6.0
309,LBA,3.0
309,IA,10.0
309,C,6.0
310,N,26.0
310,LBA,3.0
310,IA,10.0
310,C,6.0
311,N,26.0
311,EBA,1.0
311,LBA,3.0
311,IA,10.0
312,Ch,9.0
312,LBA,3.0
312,IA,10.0
312,C,6.0
313,LBA,3.0
313,IA,10.0
313,C,6.0
314,N,26.0
314,ECh,
314,LCh,16.0
314,LBA,3.0
314,IA,10.0
315,LBA,3.0
315,IA,10.0
315,C,6.0
316,LCh,16.0
316,EBA,1.0
316,LBA,3.0
316,IA,10.0
316,C,6.0
317,LBA,3.0
317,IA,10.0
317,C,6.0
318,EBA,1.0
318,LBA,3.0
318,IA,10.0
318,C,6.0
319,EBA,1.0
319,LBA,3.0
319,IA,10.0
319,C,6.0
320,LBA,3.0
320,IA,10.0
321,EBA,1.0
321,LBA,3.0
321,R,8.0
321,Byz,14.0
322,LCh,16.0
322,EBA,1.0
322,MBA,2.0
322,LBA,3.0
322,A,11.0
323,LCh,16.0
323,EBA,1.0
323,MBA,2.0
323,LBA,3.0
324,EBA,1.0
324,LBA,3.0
325,LN,17.0
325,Ch,9.0
325,EBA,1.0
325,MBA,2.0
325,LBA,3.0
326,LN,17.0
326,LCh,16.0
326,EBA,1.0
326,MBA,2.0
326,LBA,3.0
327,LCh,16.0
327,EBA,1.0
327,MBA,2.0
327,LBA,3.0
328,LCh,16.0
328,EBA,1.0
328,MBA,2.0
328,LBA,3.0
329,EBA,1.0
329,MBA,2.0
329,LBA,3.0
330,Ch,9.0
330,EBA,1.0
330,MBA,2.0
330,LBA,3.0
331,EBA,1.0
331,LBA,3.0
332,LBA,3.0
333,LBA,3.0
334,MBA,2.0
334,LBA,3.0
335,LCh,16.0
335,EBA,1.0
